alpha,th_mode,th_multiplier,th_majority,mk_size,cv_step,accuracy,recall,specificity,precision,dt_mean,dt_std,dt_median
0.666,simple,1.15,0.5,7,2,0.533,0.068,1.0,1.0,10.85,1.036,10.7
0.666,simple,1.15,0.6,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,0.6,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,0.6,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,0.7,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,0.7,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,0.7,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,0.1,3,2,0.76,0.521,1.0,1.0,8.011,11.827,1.2
0.666,simple,1.2,0.1,5,2,0.733,0.466,1.0,1.0,8.515,12.317,1.7
0.666,simple,1.2,0.1,7,2,0.71,0.421,1.0,1.0,9.25,12.732,0.6
0.666,simple,1.2,0.2,3,2,0.603,0.207,1.0,1.0,0.079,0.203,0.0
0.666,simple,1.2,0.2,5,2,0.603,0.207,1.0,1.0,0.108,0.208,0.0
0.666,simple,1.2,0.2,7,2,0.603,0.207,1.0,1.0,0.137,0.278,0.0
0.666,simple,1.2,0.3,3,2,0.596,0.193,1.0,1.0,0.594,1.066,0.0
0.666,simple,1.2,0.3,5,2,0.596,0.193,1.0,1.0,0.961,1.644,0.2
0.666,simple,1.2,0.3,7,2,0.593,0.187,1.0,1.0,1.758,3.327,0.2
0.666,simple,1.2,0.4,3,2,0.567,0.134,1.0,1.0,1.3,1.866,0.0
0.666,simple,1.2,0.4,5,2,0.563,0.127,1.0,1.0,0.633,0.663,0.4
0.666,simple,1.2,0.4,7,2,0.557,0.114,1.0,1.0,0.1,0.224,0.0
0.666,simple,1.2,0.5,3,2,0.54,0.08,1.0,1.0,9.8,1.472,9.4
0.666,simple,1.2,0.5,5,2,0.533,0.068,1.0,1.0,9.517,0.918,9.1
0.666,simple,1.2,0.5,7,2,0.53,0.061,1.0,0.8,200000009.717,1.003,200000009.7
0.666,simple,1.2,0.6,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,0.6,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,0.6,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,0.7,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,0.7,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,0.7,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,0.1,3,2,0.886,0.771,1.0,1.0,2.388,4.177,0.0
0.999,daytime,1.0,0.1,5,2,0.867,0.731,1.0,1.0,2.995,4.957,0.3
0.999,daytime,1.0,0.1,7,2,0.843,0.685,1.0,1.0,3.378,5.242,0.3
0.999,daytime,1.0,0.2,3,2,0.677,0.354,1.0,1.0,6.184,9.675,0.6
0.999,daytime,1.0,0.2,5,2,0.637,0.273,1.0,1.0,4.767,9.288,0.0
0.999,daytime,1.0,0.2,7,2,0.62,0.24,1.0,1.0,2.662,5.584,0.0
0.999,daytime,1.0,0.3,3,2,0.607,0.214,1.0,1.0,0.549,1.63,0.0
0.999,daytime,1.0,0.3,5,2,0.603,0.207,1.0,1.0,0.057,0.09,0.0
0.999,daytime,1.0,0.3,7,2,0.603,0.207,1.0,1.0,0.086,0.16,0.0
0.999,daytime,1.0,0.4,3,2,0.603,0.207,1.0,1.0,0.641,1.338,0.0
0.999,daytime,1.0,0.4,5,2,0.6,0.2,1.0,1.0,0.664,1.305,0.0
0.999,daytime,1.0,0.4,7,2,0.596,0.193,1.0,1.0,0.811,1.344,0.2
0.999,daytime,1.0,0.5,3,2,0.577,0.154,1.0,1.0,3.4,4.084,1.9
0.999,daytime,1.0,0.5,5,2,0.567,0.134,1.0,1.0,3.607,3.504,2.0
0.999,daytime,1.0,0.5,7,2,0.557,0.114,1.0,1.0,3.18,2.938,1.8
0.999,daytime,1.0,0.6,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,0.6,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,0.6,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,0.7,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,0.7,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,0.7,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,0.1,3,2,0.886,0.771,1.0,1.0,2.914,4.732,0.2
0.999,daytime,1.05,0.1,5,2,0.857,0.712,1.0,1.0,3.903,6.316,0.7
0.999,daytime,1.05,0.1,7,2,0.833,0.666,1.0,1.0,3.648,5.594,1.0
0.999,daytime,1.05,0.2,3,2,0.653,0.307,1.0,1.0,6.062,9.827,0.0
0.999,daytime,1.05,0.2,5,2,0.63,0.26,1.0,1.0,4.476,9.418,0.0
0.999,daytime,1.05,0.2,7,2,0.617,0.233,1.0,1.0,2.256,5.17,0.0
0.999,daytime,1.05,0.3,3,2,0.607,0.214,1.0,1.0,0.549,1.63,0.0
0.999,daytime,1.05,0.3,5,2,0.603,0.207,1.0,1.0,0.057,0.09,0.0
0.999,daytime,1.05,0.3,7,2,0.603,0.207,1.0,1.0,0.086,0.16,0.0
0.999,daytime,1.05,0.4,3,2,0.603,0.207,1.0,1.0,0.819,1.598,0.0
0.999,daytime,1.05,0.4,5,2,0.6,0.2,1.0,1.0,0.965,1.605,0.2
0.999,daytime,1.05,0.4,7,2,0.596,0.193,1.0,1.0,1.117,1.754,0.3
0.999,daytime,1.05,0.5,3,2,0.577,0.154,1.0,1.0,4.0,4.71,2.2
0.999,daytime,1.05,0.5,5,2,0.563,0.127,1.0,1.0,3.973,3.8,2.6
0.999,daytime,1.05,0.5,7,2,0.557,0.114,1.0,1.0,4.113,3.113,2.7
0.999,daytime,1.05,0.6,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,0.6,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,0.6,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,0.7,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,0.7,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,0.7,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,0.1,3,2,0.873,0.745,1.0,1.0,3.109,5.101,0.3
0.999,daytime,1.1,0.1,5,2,0.84,0.678,1.0,1.0,4.168,6.548,0.7
0.999,daytime,1.1,0.1,7,2,0.83,0.659,1.0,1.0,4.664,7.229,1.4
0.999,daytime,1.1,0.2,3,2,0.633,0.266,1.0,1.0,4.387,7.726,0.0
0.999,daytime,1.1,0.2,5,2,0.617,0.233,1.0,1.0,2.443,4.985,0.0
0.999,daytime,1.1,0.2,7,2,0.613,0.226,1.0,1.0,2.436,5.207,0.0
0.999,daytime,1.1,0.3,3,2,0.603,0.207,1.0,1.0,0.13,0.229,0.0
0.999,daytime,1.1,0.3,5,2,0.603,0.207,1.0,1.0,0.159,0.264,0.0
0.999,daytime,1.1,0.3,7,2,0.603,0.207,1.0,1.0,0.187,0.334,0.0
0.999,daytime,1.1,0.4,3,2,0.603,0.207,1.0,1.0,1.035,1.796,0.2
0.999,daytime,1.1,0.4,5,2,0.593,0.187,1.0,1.0,0.942,1.56,0.3
0.999,daytime,1.1,0.4,7,2,0.593,0.187,1.0,1.0,1.95,3.36,0.5
0.999,daytime,1.1,0.5,3,2,0.57,0.141,1.0,1.0,4.123,5.599,1.6
0.999,daytime,1.1,0.5,5,2,0.557,0.114,1.0,1.0,4.747,3.203,3.4
0.999,daytime,1.1,0.5,7,2,0.557,0.114,1.0,1.0,4.66,3.392,3.1
0.999,daytime,1.1,0.6,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,0.6,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,0.6,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,0.7,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,0.7,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,0.7,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,0.1,3,2,0.857,0.712,1.0,1.0,3.464,6.075,0.2
0.999,daytime,1.15,0.1,5,2,0.83,0.659,1.0,1.0,4.415,7.356,0.6
0.999,daytime,1.15,0.1,7,2,0.823,0.645,1.0,1.0,5.481,8.371,1.2
0.999,daytime,1.15,0.2,3,2,0.616,0.233,1.0,1.0,1.667,3.854,0.0
0.999,daytime,1.15,0.2,5,2,0.61,0.22,1.0,1.0,0.491,1.11,0.0
0.999,daytime,1.15,0.2,7,2,0.607,0.214,1.0,1.0,0.36,1.08,0.0
0.999,daytime,1.15,0.3,3,2,0.603,0.207,1.0,1.0,0.13,0.229,0.0
0.999,daytime,1.15,0.3,5,2,0.603,0.207,1.0,1.0,0.159,0.264,0.0
0.999,daytime,1.15,0.3,7,2,0.603,0.207,1.0,1.0,0.187,0.334,0.0
0.999,daytime,1.15,0.4,3,2,0.6,0.2,1.0,1.0,1.284,2.247,0.2
0.999,daytime,1.15,0.4,5,2,0.593,0.187,1.0,1.0,2.583,4.658,0.5
0.999,daytime,1.15,0.4,7,2,0.59,0.18,1.0,1.0,2.895,4.865,0.7
0.999,daytime,1.15,0.5,3,2,0.563,0.127,1.0,1.0,4.273,5.787,1.9
0.999,daytime,1.15,0.5,5,2,0.557,0.114,1.0,1.0,4.747,3.203,3.4
0.999,daytime,1.15,0.5,7,2,0.557,0.114,1.0,1.0,4.66,3.392,3.1
0.999,daytime,1.15,0.6,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,0.6,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,0.6,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,0.7,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,0.7,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,0.7,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,0.1,3,2,0.84,0.68,1.0,1.0,4.187,7.365,0.1
0.999,daytime,1.2,0.1,5,2,0.81,0.619,1.0,1.0,5.0,8.521,0.3
0.999,daytime,1.2,0.1,7,2,0.803,0.606,1.0,1.0,6.075,9.699,1.0
0.999,daytime,1.2,0.2,3,2,0.613,0.227,1.0,1.0,1.005,2.465,0.0
0.999,daytime,1.2,0.2,5,2,0.61,0.22,1.0,1.0,0.52,1.18,0.0
0.999,daytime,1.2,0.2,7,2,0.607,0.214,1.0,1.0,0.389,1.15,0.0
0.999,daytime,1.2,0.3,3,2,0.603,0.207,1.0,1.0,0.175,0.337,0.0
0.999,daytime,1.2,0.3,5,2,0.603,0.207,1.0,1.0,0.203,0.372,0.0
0.999,daytime,1.2,0.3,7,2,0.603,0.207,1.0,1.0,0.375,0.748,0.0
0.999,daytime,1.2,0.4,3,2,0.596,0.193,1.0,1.0,2.206,4.122,0.3
0.999,daytime,1.2,0.4,5,2,0.593,0.187,1.0,1.0,3.133,5.646,0.5
0.999,daytime,1.2,0.4,7,2,0.583,0.167,1.0,1.0,2.475,3.68,0.5
0.999,daytime,1.2,0.5,3,2,0.563,0.127,1.0,1.0,6.207,5.819,3.5
0.999,daytime,1.2,0.5,5,2,0.557,0.114,1.0,1.0,6.0,5.161,3.6
0.999,daytime,1.2,0.5,7,2,0.55,0.1,1.0,1.0,5.467,3.781,4.1
0.999,daytime,1.2,0.6,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,0.6,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,0.6,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,0.7,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,0.7,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,0.7,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,0.1,3,2,0.827,0.652,1.0,1.0,5.342,8.373,0.5
0.999,simple,1.0,0.1,5,2,0.79,0.58,1.0,1.0,6.011,9.475,1.0
0.999,simple,1.0,0.1,7,2,0.767,0.533,1.0,1.0,7.374,10.758,1.3
0.999,simple,1.0,0.2,3,2,0.61,0.22,1.0,1.0,0.455,1.009,0.0
0.999,simple,1.0,0.2,5,2,0.607,0.214,1.0,1.0,0.389,1.15,0.0
0.999,simple,1.0,0.2,7,2,0.607,0.214,1.0,1.0,0.389,1.15,0.0
0.999,simple,1.0,0.3,3,2,0.603,0.207,1.0,1.0,0.251,0.487,0.0
0.999,simple,1.0,0.3,5,2,0.603,0.207,1.0,1.0,0.279,0.557,0.0
0.999,simple,1.0,0.3,7,2,0.603,0.207,1.0,1.0,0.352,0.654,0.0
0.999,simple,1.0,0.4,3,2,0.59,0.18,1.0,1.0,1.567,3.158,0.0
0.999,simple,1.0,0.4,5,2,0.587,0.174,1.0,1.0,1.542,2.942,0.2
0.999,simple,1.0,0.4,7,2,0.58,0.16,1.0,1.0,2.533,4.657,0.4
0.999,simple,1.0,0.5,3,2,0.557,0.114,1.0,1.0,1.887,1.727,1.7
0.999,simple,1.0,0.5,5,2,0.553,0.107,1.0,1.0,5.5,3.378,3.9
0.999,simple,1.0,0.5,7,2,0.55,0.101,1.0,1.0,6.52,4.102,5.4
0.999,simple,1.0,0.6,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,0.6,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,0.6,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,0.7,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,0.7,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,0.7,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,0.1,3,2,0.81,0.619,1.0,1.0,6.142,8.945,1.9
0.999,simple,1.05,0.1,5,2,0.757,0.512,1.0,1.0,6.42,9.805,0.9
0.999,simple,1.05,0.1,7,2,0.743,0.487,1.0,1.0,8.06,11.659,1.3
0.999,simple,1.05,0.2,3,2,0.607,0.214,1.0,1.0,0.4,1.2,0.0
0.999,simple,1.05,0.2,5,2,0.607,0.214,1.0,1.0,0.409,1.21,0.0
0.999,simple,1.05,0.2,7,2,0.603,0.207,1.0,1.0,0.029,0.07,0.0
0.999,simple,1.05,0.3,3,2,0.603,0.207,1.0,1.0,0.568,1.01,0.0
0.999,simple,1.05,0.3,5,2,0.603,0.207,1.0,1.0,0.679,1.313,0.0
0.999,simple,1.05,0.3,7,2,0.603,0.207,1.0,1.0,0.722,1.332,0.0
0.999,simple,1.05,0.4,3,2,0.583,0.167,1.0,1.0,1.575,2.607,0.1
0.999,simple,1.05,0.4,5,2,0.573,0.147,1.0,1.0,1.912,2.778,0.2
0.999,simple,1.05,0.4,7,2,0.57,0.14,1.0,1.0,2.114,2.861,0.4
0.999,simple,1.05,0.5,3,2,0.553,0.107,1.0,1.0,4.52,1.853,3.6
0.999,simple,1.05,0.5,5,2,0.553,0.107,1.0,1.0,5.58,3.538,3.9
0.999,simple,1.05,0.5,7,2,0.547,0.093,1.0,1.0,5.77,2.952,5.1
0.999,simple,1.05,0.6,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,0.6,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,0.6,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,0.7,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,0.7,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,0.7,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.1,0.1,3,2,0.783,0.568,1.0,1.0,7.58,11.223,1.8
0.999,simple,1.1,0.1,5,2,0.747,0.494,1.0,1.0,7.549,11.511,1.1
0.999,simple,1.1,0.1,7,2,0.737,0.474,1.0,1.0,8.57,11.636,2.6
0.999,simple,1.1,0.2,3,2,0.607,0.214,1.0,1.0,0.42,1.195,0.0
0.999,simple,1.1,0.2,5,2,0.607,0.214,1.0,1.0,0.429,1.205,0.0
0.999,simple,1.1,0.2,7,2,0.603,0.207,1.0,1.0,0.079,0.203,0.0
0.999,simple,1.1,0.3,3,2,0.603,0.207,1.0,1.0,0.67,1.097,0.0
0.999,simple,1.1,0.3,5,2,0.603,0.207,1.0,1.0,0.825,1.478,0.0
0.999,simple,1.1,0.3,7,2,0.603,0.207,1.0,1.0,0.948,1.634,0.0
0.999,simple,1.1,0.4,3,2,0.58,0.16,1.0,1.0,1.55,2.581,0.1
0.999,simple,1.1,0.4,5,2,0.57,0.141,1.0,1.0,1.717,2.369,0.2
0.999,simple,1.1,0.4,7,2,0.567,0.134,1.0,1.0,1.9,2.52,0.4
0.999,simple,1.1,0.5,3,2,0.55,0.1,1.0,1.0,4.533,1.462,3.8
0.999,simple,1.1,0.5,5,2,0.547,0.094,1.0,1.0,5.92,2.693,4.6
0.999,simple,1.1,0.5,7,2,0.533,0.068,1.0,1.0,10.85,1.036,10.7
0.999,simple,1.1,0.6,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.1,0.6,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.1,0.6,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.1,0.7,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.1,0.7,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.1,0.7,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.1,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.1,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.1,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
