alpha,th_mode,th_multiplier,th_majority,mk_size,cv_step,accuracy,recall,specificity,precision,dt_mean,dt_std,dt_median
0.666,simple,1.15,0.8,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,0.9,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,0.9,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,0.9,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,1.0,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,1.0,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.15,1.0,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,0.1,3,2,0.86,0.726,0.996,0.994,7.28,16.011,0.0
0.666,simple,1.2,0.1,5,2,0.856,0.718,0.996,0.994,8.303,16.705,0.0
0.666,simple,1.2,0.1,7,2,0.848,0.7,0.996,0.993,8.113,15.668,0.0
0.666,simple,1.2,0.2,3,2,0.802,0.604,1.0,1.0,5.969,13.19,0.0
0.666,simple,1.2,0.2,5,2,0.798,0.596,1.0,1.0,7.023,14.244,0.0
0.666,simple,1.2,0.2,7,2,0.794,0.589,1.0,1.0,7.079,14.207,0.0
0.666,simple,1.2,0.3,3,2,0.754,0.506,1.0,1.0,9.135,21.62,0.2
0.666,simple,1.2,0.3,5,2,0.748,0.494,1.0,1.0,8.668,19.599,0.4
0.666,simple,1.2,0.3,7,2,0.746,0.49,1.0,1.0,6.954,13.834,0.2
0.666,simple,1.2,0.4,3,2,0.634,0.261,1.0,1.0,8.642,15.316,1.4
0.666,simple,1.2,0.4,5,2,0.63,0.254,1.0,1.0,9.71,17.541,2.3
0.666,simple,1.2,0.4,7,2,0.624,0.242,1.0,1.0,8.013,12.116,2.4
0.666,simple,1.2,0.5,3,2,0.58,0.157,1.0,1.0,9.209,10.843,8.3
0.666,simple,1.2,0.5,5,2,0.578,0.152,1.0,1.0,11.766,17.184,9.2
0.666,simple,1.2,0.5,7,2,0.576,0.149,1.0,1.0,12.077,17.513,9.2
0.666,simple,1.2,0.6,3,2,0.54,0.075,1.0,1.0,24.22,22.873,8.6
0.666,simple,1.2,0.6,5,2,0.54,0.075,1.0,1.0,24.58,23.309,8.8
0.666,simple,1.2,0.6,7,2,0.538,0.07,1.0,1.0,24.947,23.277,9.6
0.666,simple,1.2,0.7,3,2,0.518,0.029,1.0,0.8,200000001.9,0.1,200000001.9
0.666,simple,1.2,0.7,5,2,0.518,0.029,1.0,0.8,200000001.9,0.1,200000001.9
0.666,simple,1.2,0.7,7,2,0.518,0.029,1.0,0.8,200000001.9,0.1,200000001.9
0.666,simple,1.2,0.8,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,0.8,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,0.8,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,0.9,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,0.9,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,0.9,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,1.0,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,1.0,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,simple,1.2,1.0,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,0.1,3,2,0.95,0.942,0.96,0.958,7.868,18.789,0.0
0.999,daytime,1.0,0.1,5,2,0.94,0.922,0.96,0.958,9.166,21.489,0.6
0.999,daytime,1.0,0.1,7,2,0.932,0.907,0.96,0.957,10.327,25.823,0.6
0.999,daytime,1.0,0.2,3,2,0.94,0.882,1.0,1.0,11.871,25.647,1.3
0.999,daytime,1.0,0.2,5,2,0.928,0.858,1.0,1.0,12.707,26.026,1.4
0.999,daytime,1.0,0.2,7,2,0.916,0.835,1.0,1.0,11.839,26.008,1.2
0.999,daytime,1.0,0.3,3,2,0.892,0.786,1.0,1.0,13.607,30.046,1.7
0.999,daytime,1.0,0.3,5,2,0.874,0.751,1.0,1.0,14.335,28.988,2.1
0.999,daytime,1.0,0.3,7,2,0.858,0.72,1.0,1.0,12.429,24.204,2.7
0.999,daytime,1.0,0.4,3,2,0.812,0.627,1.0,1.0,14.952,25.573,5.3
0.999,daytime,1.0,0.4,5,2,0.802,0.606,1.0,1.0,15.458,26.602,5.4
0.999,daytime,1.0,0.4,7,2,0.788,0.577,1.0,1.0,16.172,28.107,5.0
0.999,daytime,1.0,0.5,3,2,0.674,0.352,1.0,1.0,22.204,38.395,6.4
0.999,daytime,1.0,0.5,5,2,0.668,0.339,1.0,1.0,20.853,34.062,8.3
0.999,daytime,1.0,0.5,7,2,0.66,0.324,1.0,1.0,30.632,59.7,6.6
0.999,daytime,1.0,0.6,3,2,0.57,0.135,1.0,1.0,34.86,32.031,37.8
0.999,daytime,1.0,0.6,5,2,0.568,0.132,1.0,1.0,34.699,32.392,37.4
0.999,daytime,1.0,0.6,7,2,0.568,0.132,1.0,1.0,41.588,46.652,38.2
0.999,daytime,1.0,0.7,3,2,0.524,0.041,1.0,0.8,200000039.067,46.107,200000023.6
0.999,daytime,1.0,0.7,5,2,0.524,0.041,1.0,0.8,200000039.067,46.107,200000023.6
0.999,daytime,1.0,0.7,7,2,0.524,0.041,1.0,0.8,200000041.8,49.973,200000023.6
0.999,daytime,1.0,0.8,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,0.8,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,0.8,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,0.9,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,0.9,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,0.9,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,1.0,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,1.0,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.0,1.0,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,0.1,3,2,0.944,0.93,0.96,0.958,7.842,16.682,0.0
0.999,daytime,1.05,0.1,5,2,0.938,0.918,0.96,0.958,9.039,18.73,0.6
0.999,daytime,1.05,0.1,7,2,0.932,0.903,0.964,0.961,10.027,21.531,0.6
0.999,daytime,1.05,0.2,3,2,0.936,0.874,1.0,1.0,12.704,29.517,1.4
0.999,daytime,1.05,0.2,5,2,0.92,0.842,1.0,1.0,14.206,32.407,1.4
0.999,daytime,1.05,0.2,7,2,0.912,0.827,1.0,1.0,12.109,27.389,1.4
0.999,daytime,1.05,0.3,3,2,0.89,0.781,1.0,1.0,14.524,31.732,1.7
0.999,daytime,1.05,0.3,5,2,0.872,0.748,1.0,1.0,14.022,26.602,2.1
0.999,daytime,1.05,0.3,7,2,0.856,0.715,1.0,1.0,13.201,26.152,2.7
0.999,daytime,1.05,0.4,3,2,0.806,0.615,1.0,1.0,15.804,28.022,5.0
0.999,daytime,1.05,0.4,5,2,0.796,0.594,1.0,1.0,15.98,27.454,5.9
0.999,daytime,1.05,0.4,7,2,0.788,0.577,1.0,1.0,17.364,30.346,5.7
0.999,daytime,1.05,0.5,3,2,0.668,0.339,1.0,1.0,20.787,36.334,6.1
0.999,daytime,1.05,0.5,5,2,0.662,0.327,1.0,1.0,19.504,33.393,8.2
0.999,daytime,1.05,0.5,7,2,0.658,0.319,1.0,1.0,30.527,59.977,6.7
0.999,daytime,1.05,0.6,3,2,0.568,0.132,1.0,1.0,40.945,45.601,37.4
0.999,daytime,1.05,0.6,5,2,0.566,0.127,1.0,1.0,42.595,47.937,37.2
0.999,daytime,1.05,0.6,7,2,0.564,0.123,1.0,1.0,50.493,61.632,37.7
0.999,daytime,1.05,0.7,3,2,0.524,0.041,1.0,0.8,200000039.067,46.107,200000023.6
0.999,daytime,1.05,0.7,5,2,0.524,0.041,1.0,0.8,200000041.867,50.067,200000023.6
0.999,daytime,1.05,0.7,7,2,0.524,0.041,1.0,0.8,200000041.867,50.067,200000023.6
0.999,daytime,1.05,0.8,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,0.8,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,0.8,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,0.9,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,0.9,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,0.9,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,1.0,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,1.0,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.05,1.0,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,0.1,3,2,0.944,0.93,0.96,0.958,8.162,16.874,0.0
0.999,daytime,1.1,0.1,5,2,0.94,0.915,0.968,0.965,11.604,28.72,0.6
0.999,daytime,1.1,0.1,7,2,0.932,0.899,0.968,0.965,11.031,23.708,0.3
0.999,daytime,1.1,0.2,3,2,0.93,0.861,1.0,1.0,12.444,28.705,1.4
0.999,daytime,1.1,0.2,5,2,0.916,0.833,1.0,1.0,13.046,28.457,1.4
0.999,daytime,1.1,0.2,7,2,0.91,0.822,1.0,1.0,11.986,25.432,1.4
0.999,daytime,1.1,0.3,3,2,0.886,0.773,1.0,1.0,14.513,30.806,2.0
0.999,daytime,1.1,0.3,5,2,0.864,0.731,1.0,1.0,12.697,23.069,1.9
0.999,daytime,1.1,0.3,7,2,0.852,0.707,1.0,1.0,13.716,27.831,2.6
0.999,daytime,1.1,0.4,3,2,0.8,0.603,1.0,1.0,15.344,26.806,6.1
0.999,daytime,1.1,0.4,5,2,0.79,0.581,1.0,1.0,15.075,24.123,6.4
0.999,daytime,1.1,0.4,7,2,0.778,0.557,1.0,1.0,16.183,27.345,5.3
0.999,daytime,1.1,0.5,3,2,0.662,0.326,1.0,1.0,16.783,29.326,4.7
0.999,daytime,1.1,0.5,5,2,0.658,0.319,1.0,1.0,19.566,31.898,8.2
0.999,daytime,1.1,0.5,7,2,0.654,0.311,1.0,1.0,31.05,57.014,7.4
0.999,daytime,1.1,0.6,3,2,0.566,0.127,1.0,1.0,47.376,56.853,37.8
0.999,daytime,1.1,0.6,5,2,0.564,0.123,1.0,1.0,47.627,55.139,38.3
0.999,daytime,1.1,0.6,7,2,0.562,0.118,1.0,1.0,46.193,50.841,43.8
0.999,daytime,1.1,0.7,3,2,0.522,0.038,1.0,0.8,200000032.667,35.022,200000023.6
0.999,daytime,1.1,0.7,5,2,0.522,0.038,1.0,0.8,200000035.533,39.076,200000023.6
0.999,daytime,1.1,0.7,7,2,0.522,0.038,1.0,0.8,200000035.533,39.076,200000023.6
0.999,daytime,1.1,0.8,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,0.8,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,0.8,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,0.9,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,0.9,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,0.9,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,1.0,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,1.0,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.1,1.0,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,0.1,3,2,0.946,0.926,0.967,0.967,8.527,17.114,0.1
0.999,daytime,1.15,0.1,5,2,0.94,0.911,0.972,0.97,11.632,26.515,0.6
0.999,daytime,1.15,0.1,7,2,0.93,0.89,0.972,0.969,9.862,19.843,0.4
0.999,daytime,1.15,0.2,3,2,0.924,0.849,1.0,1.0,10.905,24.618,1.4
0.999,daytime,1.15,0.2,5,2,0.912,0.825,1.0,1.0,12.025,25.941,1.4
0.999,daytime,1.15,0.2,7,2,0.904,0.809,1.0,1.0,11.455,24.03,1.4
0.999,daytime,1.15,0.3,3,2,0.876,0.754,1.0,1.0,14.246,30.124,2.1
0.999,daytime,1.15,0.3,5,2,0.862,0.727,1.0,1.0,13.557,25.944,2.0
0.999,daytime,1.15,0.3,7,2,0.852,0.707,1.0,1.0,15.207,30.193,2.8
0.999,daytime,1.15,0.4,3,2,0.796,0.594,1.0,1.0,15.193,26.644,6.3
0.999,daytime,1.15,0.4,5,2,0.788,0.577,1.0,1.0,15.868,25.895,6.9
0.999,daytime,1.15,0.4,7,2,0.776,0.553,1.0,1.0,18.535,34.018,5.5
0.999,daytime,1.15,0.5,3,2,0.662,0.326,1.0,1.0,18.511,34.316,4.9
0.999,daytime,1.15,0.5,5,2,0.658,0.319,1.0,1.0,20.346,34.106,8.3
0.999,daytime,1.15,0.5,7,2,0.65,0.303,1.0,1.0,20.481,36.3,5.9
0.999,daytime,1.15,0.6,3,2,0.566,0.127,1.0,1.0,52.369,58.922,45.6
0.999,daytime,1.15,0.6,5,2,0.56,0.114,1.0,1.0,38.433,51.527,23.3
0.999,daytime,1.15,0.6,7,2,0.556,0.105,1.0,1.0,28.47,31.397,22.7
0.999,daytime,1.15,0.7,3,2,0.522,0.038,1.0,0.8,200000035.6,39.171,200000023.6
0.999,daytime,1.15,0.7,5,2,0.522,0.038,1.0,0.8,200000035.6,39.171,200000023.6
0.999,daytime,1.15,0.7,7,2,0.52,0.033,1.0,0.8,200000023.6,22.2,200000023.6
0.999,daytime,1.15,0.8,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,0.8,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,0.8,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,0.9,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,0.9,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,0.9,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,1.0,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,1.0,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.15,1.0,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,0.1,3,2,0.942,0.918,0.967,0.966,9.876,24.228,0.1
0.999,daytime,1.2,0.1,5,2,0.942,0.906,0.981,0.977,12.142,27.789,0.6
0.999,daytime,1.2,0.1,7,2,0.936,0.89,0.985,0.981,11.248,23.992,0.4
0.999,daytime,1.2,0.2,3,2,0.92,0.841,1.0,1.0,9.861,21.432,1.4
0.999,daytime,1.2,0.2,5,2,0.908,0.818,1.0,1.0,11.924,24.976,1.5
0.999,daytime,1.2,0.2,7,2,0.902,0.805,1.0,1.0,11.708,24.699,1.4
0.999,daytime,1.2,0.3,3,2,0.872,0.747,1.0,1.0,14.003,29.755,1.7
0.999,daytime,1.2,0.3,5,2,0.858,0.718,1.0,1.0,13.82,27.058,2.0
0.999,daytime,1.2,0.3,7,2,0.852,0.707,1.0,1.0,15.858,31.131,2.8
0.999,daytime,1.2,0.4,3,2,0.796,0.594,1.0,1.0,15.556,26.668,6.3
0.999,daytime,1.2,0.4,5,2,0.788,0.577,1.0,1.0,16.212,25.932,7.7
0.999,daytime,1.2,0.4,7,2,0.768,0.537,1.0,1.0,17.124,28.175,5.5
0.999,daytime,1.2,0.5,3,2,0.662,0.326,1.0,1.0,19.686,36.901,5.1
0.999,daytime,1.2,0.5,5,2,0.654,0.31,1.0,1.0,21.5,39.221,8.4
0.999,daytime,1.2,0.5,7,2,0.646,0.294,1.0,1.0,20.194,36.588,6.4
0.999,daytime,1.2,0.6,3,2,0.558,0.11,1.0,1.0,30.58,34.901,23.0
0.999,daytime,1.2,0.6,5,2,0.554,0.101,1.0,1.0,28.847,31.82,23.0
0.999,daytime,1.2,0.6,7,2,0.552,0.096,1.0,1.0,29.123,31.836,23.5
0.999,daytime,1.2,0.7,3,2,0.522,0.038,1.0,0.8,200000035.667,39.265,200000023.6
0.999,daytime,1.2,0.7,5,2,0.52,0.033,1.0,0.8,200000023.6,22.2,200000023.6
0.999,daytime,1.2,0.7,7,2,0.52,0.033,1.0,0.8,200000023.6,22.2,200000023.6
0.999,daytime,1.2,0.8,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,0.8,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,0.8,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,0.9,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,0.9,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,0.9,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,1.0,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,1.0,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,daytime,1.2,1.0,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,0.1,3,2,0.874,0.774,0.976,0.969,5.501,12.004,0.0
0.999,simple,1.0,0.1,5,2,0.87,0.762,0.98,0.975,6.137,12.378,0.0
0.999,simple,1.0,0.1,7,2,0.866,0.753,0.98,0.974,6.425,12.672,0.0
0.999,simple,1.0,0.2,3,2,0.822,0.646,1.0,1.0,6.806,15.243,0.0
0.999,simple,1.0,0.2,5,2,0.816,0.634,1.0,1.0,7.846,16.169,0.0
0.999,simple,1.0,0.2,7,2,0.814,0.63,1.0,1.0,8.253,16.468,0.0
0.999,simple,1.0,0.3,3,2,0.762,0.522,1.0,1.0,6.101,14.069,0.0
0.999,simple,1.0,0.3,5,2,0.76,0.518,1.0,1.0,7.225,14.815,0.0
0.999,simple,1.0,0.3,7,2,0.76,0.518,1.0,1.0,7.533,16.003,0.0
0.999,simple,1.0,0.4,3,2,0.676,0.348,1.0,1.0,12.43,27.908,0.8
0.999,simple,1.0,0.4,5,2,0.672,0.341,1.0,1.0,14.506,31.062,1.5
0.999,simple,1.0,0.4,7,2,0.664,0.325,1.0,1.0,12.944,26.027,2.1
0.999,simple,1.0,0.5,3,2,0.598,0.195,1.0,1.0,14.825,22.469,8.8
0.999,simple,1.0,0.5,5,2,0.596,0.19,1.0,1.0,15.982,23.037,9.9
0.999,simple,1.0,0.5,7,2,0.596,0.19,1.0,1.0,17.549,21.982,9.9
0.999,simple,1.0,0.6,3,2,0.54,0.075,1.0,1.0,16.22,22.873,0.6
0.999,simple,1.0,0.6,5,2,0.54,0.075,1.0,1.0,16.58,23.309,0.8
0.999,simple,1.0,0.6,7,2,0.54,0.075,1.0,1.0,24.54,23.242,8.8
0.999,simple,1.0,0.7,3,2,0.518,0.029,1.0,0.8,200000001.4,0.0,200000001.4
0.999,simple,1.0,0.7,5,2,0.518,0.029,1.0,0.8,200000001.4,0.0,200000001.4
0.999,simple,1.0,0.7,7,2,0.518,0.029,1.0,0.8,200000001.4,0.0,200000001.4
0.999,simple,1.0,0.8,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,0.8,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,0.8,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,0.9,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,0.9,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,0.9,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,1.0,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,1.0,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.0,1.0,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,0.1,3,2,0.876,0.77,0.985,0.978,7.241,17.576,0.0
0.999,simple,1.05,0.1,5,2,0.874,0.762,0.988,0.984,9.391,25.264,0.0
0.999,simple,1.05,0.1,7,2,0.87,0.753,0.988,0.984,10.113,25.839,0.0
0.999,simple,1.05,0.2,3,2,0.814,0.629,1.0,1.0,6.125,13.425,0.0
0.999,simple,1.05,0.2,5,2,0.81,0.621,1.0,1.0,7.152,14.384,0.0
0.999,simple,1.05,0.2,7,2,0.81,0.621,1.0,1.0,8.604,18.76,0.0
0.999,simple,1.05,0.3,3,2,0.76,0.519,1.0,1.0,6.141,14.265,0.0
0.999,simple,1.05,0.3,5,2,0.758,0.514,1.0,1.0,8.317,19.462,0.0
0.999,simple,1.05,0.3,7,2,0.758,0.514,1.0,1.0,8.309,19.439,0.0
0.999,simple,1.05,0.4,3,2,0.666,0.327,1.0,1.0,10.74,24.068,0.8
0.999,simple,1.05,0.4,5,2,0.662,0.321,1.0,1.0,14.715,35.773,1.6
0.999,simple,1.05,0.4,7,2,0.656,0.309,1.0,1.0,7.881,13.748,1.4
0.999,simple,1.05,0.5,3,2,0.592,0.181,1.0,1.0,13.021,16.052,9.2
0.999,simple,1.05,0.5,5,2,0.588,0.173,1.0,1.0,12.265,14.904,9.9
0.999,simple,1.05,0.5,7,2,0.584,0.165,1.0,1.0,11.43,12.089,9.0
0.999,simple,1.05,0.6,3,2,0.54,0.075,1.0,1.0,16.22,22.873,0.6
0.999,simple,1.05,0.6,5,2,0.54,0.075,1.0,1.0,24.58,23.309,8.8
0.999,simple,1.05,0.6,7,2,0.54,0.075,1.0,1.0,24.54,23.242,8.8
0.999,simple,1.05,0.7,3,2,0.518,0.029,1.0,0.8,200000001.6,0.0,200000001.6
0.999,simple,1.05,0.7,5,2,0.518,0.029,1.0,0.8,200000001.6,0.0,200000001.6
0.999,simple,1.05,0.7,7,2,0.518,0.029,1.0,0.8,200000001.6,0.0,200000001.6
0.999,simple,1.05,0.8,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,0.8,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,0.8,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,0.9,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,0.9,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,0.9,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,1.0,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,1.0,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.05,1.0,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.1,0.1,3,2,0.872,0.758,0.988,0.984,7.309,17.644,0.0
0.999,simple,1.1,0.1,5,2,0.868,0.75,0.988,0.984,8.533,18.667,0.0
0.999,simple,1.1,0.1,7,2,0.864,0.742,0.988,0.984,9.384,19.399,0.0
0.999,simple,1.1,0.2,3,2,0.812,0.624,1.0,1.0,7.234,17.671,0.0
0.999,simple,1.1,0.2,5,2,0.808,0.616,1.0,1.0,8.306,18.419,0.0
0.999,simple,1.1,0.2,7,2,0.806,0.613,1.0,1.0,7.654,15.382,0.0
0.999,simple,1.1,0.3,3,2,0.758,0.515,1.0,1.0,7.416,18.997,0.0
0.999,simple,1.1,0.3,5,2,0.756,0.511,1.0,1.0,8.567,19.646,0.0
0.999,simple,1.1,0.3,7,2,0.754,0.506,1.0,1.0,8.574,19.612,0.0
0.999,simple,1.1,0.4,3,2,0.658,0.312,1.0,1.0,7.698,12.576,1.7
0.999,simple,1.1,0.4,5,2,0.65,0.296,1.0,1.0,11.116,19.592,2.4
0.999,simple,1.1,0.4,7,2,0.648,0.292,1.0,1.0,10.218,16.386,2.4
0.999,simple,1.1,0.5,3,2,0.58,0.157,1.0,1.0,6.368,10.875,0.0
0.999,simple,1.1,0.5,5,2,0.58,0.157,1.0,1.0,7.369,12.06,0.7
0.999,simple,1.1,0.5,7,2,0.58,0.157,1.0,1.0,10.002,11.863,8.7
0.999,simple,1.1,0.6,3,2,0.54,0.075,1.0,1.0,16.22,22.873,0.6
0.999,simple,1.1,0.6,5,2,0.54,0.075,1.0,1.0,24.58,23.309,8.8
0.999,simple,1.1,0.6,7,2,0.54,0.075,1.0,1.0,24.54,23.242,8.8
0.999,simple,1.1,0.7,3,2,0.518,0.029,1.0,0.8,200000001.6,0.0,200000001.6
0.999,simple,1.1,0.7,5,2,0.518,0.029,1.0,0.8,200000001.6,0.0,200000001.6
0.999,simple,1.1,0.7,7,2,0.518,0.029,1.0,0.8,200000001.6,0.0,200000001.6
0.999,simple,1.1,0.8,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.1,0.8,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.1,0.8,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.1,0.9,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.1,0.9,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.1,0.9,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.1,1.0,3,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.1,1.0,5,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.1,1.0,7,2,0.504,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,simple,1.15,0.1,3,2,0.868,0.746,0.992,0.99,7.33,17.489,0.0
0.999,simple,1.15,0.1,5,2,0.862,0.729,0.996,0.994,7.996,16.291,0.0
0.999,simple,1.15,0.1,7,2,0.856,0.717,0.996,0.994,8.193,16.559,0.0
0.999,simple,1.15,0.2,3,2,0.806,0.612,1.0,1.0,6.124,14.17,0.0
0.999,simple,1.15,0.2,5,2,0.8,0.6,1.0,1.0,6.902,14.415,0.0
0.999,simple,1.15,0.2,7,2,0.8,0.6,1.0,1.0,7.279,14.841,0.0
